"Country","Code","Year","Death_earthquake","Death_total"
"Indonesia","IDN",2004,228008,1632559.5609405
"Indonesia","IDN",2005,1315,1478532.01727148
"Indonesia","IDN",2006,6563,1500136.69626559
"Indonesia","IDN",2007,99,1507524.8041907
"Indonesia","IDN",2008,12,1521408.63957017
"Indonesia","IDN",2009,1208,1534498.96366867
"Indonesia","IDN",2010,449,1540545.88116178
"Indonesia","IDN",2011,10,1549140.50413502
"Indonesia","IDN",2012,17,1558855.72045035
"Indonesia","IDN",2013,44,1572896.64577249
"Indonesia","IDN",2014,0,1587049.63225292
"Indonesia","IDN",2015,1,1604088.8581392
"Indonesia","IDN",2016,106,1623070.97047286
"Indonesia","IDN",2017,6,1642526.18056295
"Iran","IRN",1990,50042,319478.652177927
"Iran","IRN",1991,1,275630.556381581
"Iran","IRN",1992,7,269587.639479293
"Iran","IRN",1993,0,266690.472144169
"Iran","IRN",1994,11,264489.150008183
"Iran","IRN",1995,0,263829.538424169
"Iran","IRN",1996,0,263481.622707958
"Iran","IRN",1997,2916,267602.989306416
"Iran","IRN",1998,22,267881.194654756
"Iran","IRN",1999,27,271981.389695366
"Iran","IRN",2000,1,276759.945049317
"Iran","IRN",2001,0,283763.542386537
"Iran","IRN",2002,264,290273.961819732
"Iran","IRN",2003,31001,324075.328287584
"Iran","IRN",2004,35,305464.085070126
"Iran","IRN",2005,625,312774.25289627
"Iran","IRN",2006,73,320836.60575166
"Iran","IRN",2007,0,328530.875099787
"Iran","IRN",2008,7,336676.765085767
"Iran","IRN",2009,0,345478.957164404
"Iran","IRN",2010,12,353709.955954388
"Iran","IRN",2011,0,359506.66069692
"Iran","IRN",2012,314,363985.23120638
"Iran","IRN",2013,87,369418.412181357
"Iran","IRN",2014,1,374076.801003083
"Iran","IRN",2015,0,378691.164603008
"Iran","IRN",2016,0,377887.761738518
"Iran","IRN",2017,641,380006.289050368
"Iraq","IRQ",1990,0,116727.922231764
"Iraq","IRQ",1991,20,140888.79560364
"Iraq","IRQ",1992,0,126124.055938509
"Iraq","IRQ",1993,0,132322.67354743
"Iraq","IRQ",1994,0,136720.708777528
"Iraq","IRQ",1995,0,141362.641836086
"Iraq","IRQ",1996,0,145059.299514167
"Iraq","IRQ",1997,0,149815.043783553
"Iraq","IRQ",1998,0,147160.400853626
"Iraq","IRQ",1999,0,146977.149176101
"Iraq","IRQ",2000,0,150176.656862738
"Iraq","IRQ",2001,0,146152.111698574
"Iraq","IRQ",2002,0,149831.423273808
"Iraq","IRQ",2003,0,148803.997054718
"Iraq","IRQ",2004,0,148096.395404329
"Iraq","IRQ",2005,0,147932.220735035
"Iraq","IRQ",2006,0,161703.611677097
"Iraq","IRQ",2007,0,160078.685919671
"Iraq","IRQ",2008,0,140573.026498343
"Iraq","IRQ",2009,0,135025.015923623
"Iraq","IRQ",2010,0,133826.355034537
"Iraq","IRQ",2011,0,130404.042960901
"Iraq","IRQ",2012,0,129615.413646626
"Iraq","IRQ",2013,0,139161.875320794
"Iraq","IRQ",2014,0,153621.489924039
"Iraq","IRQ",2015,0,143163.518092694
"Iraq","IRQ",2016,0,145044.517942717
"Iraq","IRQ",2017,0,152177.659084932
"Ireland","IRL",1990,0,31307.2717565318
"Ireland","IRL",1991,0,31053.4407712096
"Ireland","IRL",1992,0,31239.2855850341
"Ireland","IRL",1993,0,31533.9101531121
"Ireland","IRL",1994,0,31180.5945822141
"Ireland","IRL",1995,0,31878.8947231379
"Ireland","IRL",1996,0,31456.1838126867
"Ireland","IRL",1997,0,31551.5805737272
"Ireland","IRL",1998,0,31469.5014847489
"Ireland","IRL",1999,0,31753.540149095
"Ireland","IRL",2000,0,31418.8213607143
"Ireland","IRL",2001,0,30272.8356976774
"Ireland","IRL",2002,0,29648.8431212495
"Ireland","IRL",2003,0,28924.2403658032
"Ireland","IRL",2004,0,28701.4901948666
"Ireland","IRL",2005,0,28306.3808696422
"Ireland","IRL",2006,0,28439.8217728043
"Ireland","IRL",2007,0,28095.2355046889
"Ireland","IRL",2008,0,28535.4837914524
"Ireland","IRL",2009,0,29078.0109806589
"Ireland","IRL",2010,0,27514.1607682928
"Ireland","IRL",2011,0,28389.0806215775
"Ireland","IRL",2012,0,29112.2062934494
"Ireland","IRL",2013,0,29230.6646912329
"Ireland","IRL",2014,0,29298.2396419413
"Ireland","IRL",2015,0,29761.7463370762
"Ireland","IRL",2016,0,30078.5701358115
"Ireland","IRL",2017,0,30809.8838949812
"Israel","ISR",1990,0,29055.9572984099
"Israel","ISR",1991,0,31174.0578503915
"Israel","ISR",1992,0,33149.8005637724
"Israel","ISR",1993,0,32947.9018956822
"Israel","ISR",1994,0,33898.7872669857
"Israel","ISR",1995,0,35032.4329945162
"Israel","ISR",1996,0,35411.3356605527
"Israel","ISR",1997,0,35977.3404090105
"Israel","ISR",1998,0,36923.2376786127
"Israel","ISR",1999,0,37171.2957981541
"Israel","ISR",2000,0,37798.4186841383
"Israel","ISR",2001,0,37934.473514079
"Israel","ISR",2002,0,39217.4877260224
"Israel","ISR",2003,0,38671.0997516016
"Israel","ISR",2004,0,38454.8634030617
"Israel","ISR",2005,0,39091.9056110906
"Israel","ISR",2006,0,39576.0750944368
"Israel","ISR",2007,0,40045.7556014997
"Israel","ISR",2008,0,40041.7014733993
"Israel","ISR",2009,0,39855.8986043411
"Israel","ISR",2010,0,39788.0738846687
"Israel","ISR",2011,0,41121.3068395409
"Israel","ISR",2012,0,41577.522538824
"Israel","ISR",2013,0,42215.3306777568
"Israel","ISR",2014,0,44345.1416531993
"Israel","ISR",2015,0,44215.8843043168
"Israel","ISR",2016,0,44578.9387448848
"Israel","ISR",2017,0,45677.0416584045
"Italy","ITA",1990,21,541240.799948315
"Italy","ITA",1991,0,553857.324651802
"Italy","ITA",1992,0,549941.494893126
"Italy","ITA",1993,0,549990.899362516
"Italy","ITA",1994,0,555402.387209249
"Italy","ITA",1995,0,558270.156434607
"Italy","ITA",1996,0,560018.256300917
"Italy","ITA",1997,14,560179.416020596
"Italy","ITA",1998,0,571660.02568159
"Italy","ITA",1999,0,563879.370099394
"Italy","ITA",2000,0,560918.700054581
"Italy","ITA",2001,0,561269.072787315
"Italy","ITA",2002,31,564957.92221
"Italy","ITA",2003,0,577207.20225714
"Italy","ITA",2004,0,555847.665511019
"Italy","ITA",2005,0,561531.473538218
"Italy","ITA",2006,0,564561.851000353
"Italy","ITA",2007,0,572556.660815627
"Italy","ITA",2008,0,581593.82140357
"Italy","ITA",2009,310,589414.834705127
"Italy","ITA",2010,0,585609.094734865
"Italy","ITA",2011,0,600337.96635287
"Italy","ITA",2012,24,608361.616325554
"Italy","ITA",2013,0,604769.169737865
"Italy","ITA",2014,0,604773.898637567
"Italy","ITA",2015,0,629407.791006145
"Italy","ITA",2016,300,620523.397886831
"Italy","ITA",2017,31,622129.834360698
"Jamaica","JAM",1990,0,13213.0117179399
"Jamaica","JAM",1991,0,13237.17294339
"Jamaica","JAM",1992,0,14025.6797232958
"Jamaica","JAM",1993,0,14336.7578380728
"Jamaica","JAM",1994,0,14824.9425245846
"Jamaica","JAM",1995,0,15288.2512155597
"Jamaica","JAM",1996,0,15605.9084629007
"Jamaica","JAM",1997,0,15940.8949042229
"Jamaica","JAM",1998,0,16310.5451319525
"Jamaica","JAM",1999,0,16843.6364255011
"Jamaica","JAM",2000,0,16709.043829595
"Jamaica","JAM",2001,0,16759.4744076492
"Jamaica","JAM",2002,0,16122.7126553736
"Jamaica","JAM",2003,0,15480.4553063929
"Jamaica","JAM",2004,0,15131.8433933138
"Jamaica","JAM",2005,0,14543.243178214
"Jamaica","JAM",2006,0,14658.0961666137
"Jamaica","JAM",2007,0,15852.3849874964
"Jamaica","JAM",2008,0,17072.4680424452
"Jamaica","JAM",2009,0,18023.3350634478
"Jamaica","JAM",2010,0,17322.1444665383
"Jamaica","JAM",2011,0,17474.4848256893
"Jamaica","JAM",2012,0,18118.5016168091
"Jamaica","JAM",2013,0,19187.9860078801
"Jamaica","JAM",2014,0,19676.996071345
"Jamaica","JAM",2015,0,19773.5379400529
"Jamaica","JAM",2016,0,20314.3781608029
"Jamaica","JAM",2017,0,20259.9105459026
"Japan","JPN",1990,0,818679.6422017
"Japan","JPN",1991,0,837778.26322086
"Japan","JPN",1992,0,860688.070243739
"Japan","JPN",1993,233,878488.49742822
"Japan","JPN",1994,3,881652.326338875
"Japan","JPN",1995,5502,918705.178013672
"Japan","JPN",1996,0,908480.619935485
"Japan","JPN",1997,0,917252.493811378
"Japan","JPN",1998,0,952150.04742806
"Japan","JPN",1999,0,978228.216992709
"Japan","JPN",2000,1,975337.061158716
"Japan","JPN",2001,2,984178.387869741
"Japan","JPN",2002,0,996297.70784692
"Japan","JPN",2003,0,1026994.00767403
"Japan","JPN",2004,40,1048387.23314672
"Japan","JPN",2005,1,1089227.79148979
"Japan","JPN",2006,0,1101494.08397267
"Japan","JPN",2007,10,1126997.65734991
"Japan","JPN",2008,14,1151665.04197111
"Japan","JPN",2009,1,1168975.43638499
"Japan","JPN",2010,0,1207078.88383898
"Japan","JPN",2011,18463,1267621.74445923
"Japan","JPN",2012,0,1259165.46971433
"Japan","JPN",2013,0,1276565.72068759
"Japan","JPN",2014,0,1288866.43571183
"Japan","JPN",2015,0,1298344.89298801
"Japan","JPN",2016,50,1333011.94397562
"Japan","JPN",2017,0,1371733.90623801
"Kazakhstan","KAZ",1990,1,129484.643566748
"Kazakhstan","KAZ",1991,0,132545.659587058
"Kazakhstan","KAZ",1992,0,138519.468431817
"Kazakhstan","KAZ",1993,0,148399.420781221
"Kazakhstan","KAZ",1994,0,155032.11449293
"Kazakhstan","KAZ",1995,0,163477.824286283
"Kazakhstan","KAZ",1996,0,163723.743461377
"Kazakhstan","KAZ",1997,0,158779.026435709
"Kazakhstan","KAZ",1998,0,152177.417319668
"Kazakhstan","KAZ",1999,0,146877.329598412
"Kazakhstan","KAZ",2000,0,150846.069187169
"Kazakhstan","KAZ",2001,0,151634.270778897
"Kazakhstan","KAZ",2002,0,152552.080670432
"Kazakhstan","KAZ",2003,0,156864.602231008
"Kazakhstan","KAZ",2004,0,157958.396877479
"Kazakhstan","KAZ",2005,0,160267.500913613
"Kazakhstan","KAZ",2006,0,160785.319193362
"Kazakhstan","KAZ",2007,0,156957.540132372
"Kazakhstan","KAZ",2008,0,151128.749404438
"Kazakhstan","KAZ",2009,1,144763.727594977
"Kazakhstan","KAZ",2010,0,146264.542953955
"Kazakhstan","KAZ",2011,0,145321.970157609
"Kazakhstan","KAZ",2012,0,143184.47122814
"Kazakhstan","KAZ",2013,0,137899.781785501
"Kazakhstan","KAZ",2014,0,133352.472712911
"Kazakhstan","KAZ",2015,0,131740.353709045
"Kazakhstan","KAZ",2016,0,133559.323420665
"Kazakhstan","KAZ",2017,0,134591.653584814
"Kenya","KEN",1990,0,185501.833322088
"Kenya","KEN",1991,0,194856.168711573
"Kenya","KEN",1992,0,206639.275528968
"Kenya","KEN",1993,0,219736.641893471
"Kenya","KEN",1994,0,233045.775614748
"Kenya","KEN",1995,0,247271.971174268
"Kenya","KEN",1996,0,261736.724204492
"Kenya","KEN",1997,0,277306.805419866
"Kenya","KEN",1998,0,291979.685846957
"Kenya","KEN",1999,0,300905.768459576
"Kenya","KEN",2000,0,311001.131163923
"Kenya","KEN",2001,0,318245.022784953
"Kenya","KEN",2002,0,324713.490584361
"Kenya","KEN",2003,0,329954.569332895
"Kenya","KEN",2004,0,332774.113666691
"Kenya","KEN",2005,0,332716.327438253
"Kenya","KEN",2006,0,330825.465166636
"Kenya","KEN",2007,0,326841.15501156
"Kenya","KEN",2008,0,321255.325956069
"Kenya","KEN",2009,0,314242.420247728
"Kenya","KEN",2010,0,307103.897394094
"Kenya","KEN",2011,0,300192.07194189
"Kenya","KEN",2012,0,296255.952065815
"Kenya","KEN",2013,0,295093.181704934
"Kenya","KEN",2014,0,293056.032692798
"Kenya","KEN",2015,0,292130.948012318
"Kenya","KEN",2016,0,289994.508405977
"Kenya","KEN",2017,0,288899.311373191
"Kyrgyzstan","KGZ",1990,0,36798.1167957744
"Kyrgyzstan","KGZ",1991,0,37277.4598022078
"Kyrgyzstan","KGZ",1992,79,38073.6913983648
"Kyrgyzstan","KGZ",1993,0,39222.1061209404
"Kyrgyzstan","KGZ",1994,0,40094.3490124552
"Kyrgyzstan","KGZ",1995,0,39507.3224005123
"Kyrgyzstan","KGZ",1996,0,38828.2346496425
"Kyrgyzstan","KGZ",1997,0,38430.2122086608
"Kyrgyzstan","KGZ",1998,0,38080.2153150184
"Kyrgyzstan","KGZ",1999,0,37365.6312277018
"Kyrgyzstan","KGZ",2000,0,37407.055371966
"Kyrgyzstan","KGZ",2001,0,37541.3208503367
"Kyrgyzstan","KGZ",2002,0,38110.0249539438
"Kyrgyzstan","KGZ",2003,0,38868.539966696
"Kyrgyzstan","KGZ",2004,0,39365.9688792168
"Kyrgyzstan","KGZ",2005,0,40014.27864706
"Kyrgyzstan","KGZ",2006,0,40395.233189833
"Kyrgyzstan","KGZ",2007,0,40055.1283243885
"Kyrgyzstan","KGZ",2008,74,38994.7942881566
"Kyrgyzstan","KGZ",2009,0,37507.0128640967
"Kyrgyzstan","KGZ",2010,0,37065.8504175685
"Kyrgyzstan","KGZ",2011,0,36402.2736520172
"Kyrgyzstan","KGZ",2012,0,36225.025643125
"Kyrgyzstan","KGZ",2013,0,36038.6955628961
"Kyrgyzstan","KGZ",2014,0,35840.9522850866
"Kyrgyzstan","KGZ",2015,0,34901.0271619316
"Kyrgyzstan","KGZ",2016,0,33687.2243227242
"Kyrgyzstan","KGZ",2017,0,33901.2422195686
"Libya","LBY",1990,0,18601.1998638676
"Libya","LBY",1991,0,18579.9724900311
"Libya","LBY",1992,0,18725.4929385465
"Libya","LBY",1993,0,18582.5916414869
"Libya","LBY",1994,0,18657.7747794223
"Libya","LBY",1995,0,18773.8466042287
"Libya","LBY",1996,0,21262.3262715908
"Libya","LBY",1997,0,19399.2313999848
"Libya","LBY",1998,0,19886.6904825493
"Libya","LBY",1999,0,20400.3458489308
"Libya","LBY",2000,0,20947.9592957337
"Libya","LBY",2001,0,21244.2701783558
"Libya","LBY",2002,0,21621.010202275
"Libya","LBY",2003,0,21473.4990722625
"Libya","LBY",2004,0,22010.9569325531
"Libya","LBY",2005,0,22425.6990973903
"Libya","LBY",2006,0,22125.4467506915
"Libya","LBY",2007,0,22282.5123730554
"Libya","LBY",2008,0,23838.1180970343
"Libya","LBY",2009,0,26326.1386994517
"Libya","LBY",2010,0,27476.1561011631
"Libya","LBY",2011,0,75748.0742421539
"Libya","LBY",2012,0,28962.1083843755
"Libya","LBY",2013,0,29281.5591677255
"Libya","LBY",2014,0,33739.4692363859
"Libya","LBY",2015,0,32246.5656853921
"Libya","LBY",2016,0,34866.5662818089
"Libya","LBY",2017,0,34455.8341132567
"Macedonia","MKD",1990,0,14530.8888904001
"Macedonia","MKD",1991,0,14473.9060810664
"Macedonia","MKD",1992,0,15115.2523662197
"Macedonia","MKD",1993,0,15567.1535867884
"Macedonia","MKD",1994,0,15342.7740862767
"Macedonia","MKD",1995,0,15425.8460686944
"Macedonia","MKD",1996,0,15576.6782569037
"Macedonia","MKD",1997,0,15788.9544141669
"Macedonia","MKD",1998,0,16048.0530869887
"Macedonia","MKD",1999,0,15947.1084591119
"Macedonia","MKD",2000,0,15946.990813161
"Macedonia","MKD",2001,0,16412.3681587315
"Macedonia","MKD",2002,0,16710.9985522974
"Macedonia","MKD",2003,0,16729.8381205366
"Macedonia","MKD",2004,0,16547.2588881203
"Macedonia","MKD",2005,0,16795.4359130274
"Macedonia","MKD",2006,0,17273.1429644159
"Macedonia","MKD",2007,0,17574.21746428
"Macedonia","MKD",2008,0,17144.7197620708
"Macedonia","MKD",2009,0,17377.4104507567
"Macedonia","MKD",2010,0,17459.4625519405
"Macedonia","MKD",2011,0,17230.6339731673
"Macedonia","MKD",2012,0,17426.817180447
"Macedonia","MKD",2013,0,17072.4518144383
"Macedonia","MKD",2014,0,17116.083794225
"Macedonia","MKD",2015,0,18252.2292783634
"Macedonia","MKD",2016,0,18776.383988772
"Macedonia","MKD",2017,0,19110.9933600096
"Madagascar","MDG",1990,0,149337.982019597
"Madagascar","MDG",1991,0,150724.505406204
"Madagascar","MDG",1992,0,152164.086455838
"Madagascar","MDG",1993,0,156018.447307976
"Madagascar","MDG",1994,0,154523.14439322
"Madagascar","MDG",1995,0,154973.518294666
"Madagascar","MDG",1996,0,155880.620140801
"Madagascar","MDG",1997,0,156697.754949885
"Madagascar","MDG",1998,0,157293.803605579
"Madagascar","MDG",1999,0,156201.154012489
"Madagascar","MDG",2000,0,157298.207891254
"Madagascar","MDG",2001,0,155425.691514654
"Madagascar","MDG",2002,0,156116.482949067
"Madagascar","MDG",2003,0,157654.150855131
"Madagascar","MDG",2004,0,158591.830839807
"Madagascar","MDG",2005,0,158024.955147957
"Madagascar","MDG",2006,0,158961.891417481
"Madagascar","MDG",2007,0,160547.157921776
"Madagascar","MDG",2008,0,163636.23033867
"Madagascar","MDG",2009,0,168055.949266159
"Madagascar","MDG",2010,0,171312.180951117
"Madagascar","MDG",2011,0,173632.578128281
"Madagascar","MDG",2012,0,175756.535192345
"Madagascar","MDG",2013,0,178003.75306947
"Madagascar","MDG",2014,0,179772.346707484
"Madagascar","MDG",2015,0,181094.664238221
"Madagascar","MDG",2016,0,182910.060354113
"Madagascar","MDG",2017,2,184888.575757993
"Malawi","MWI",1990,0,172006.759643728
"Malawi","MWI",1991,0,180212.589681654
"Malawi","MWI",1992,0,188257.885778824
"Malawi","MWI",1993,0,195559.42161932
"Malawi","MWI",1994,0,197915.718704476
"Malawi","MWI",1995,0,196091.393511605
"Malawi","MWI",1996,0,198404.362101528
"Malawi","MWI",1997,0,201866.871310862
"Malawi","MWI",1998,0,206571.186476682
"Malawi","MWI",1999,0,209526.770117702
"Malawi","MWI",2000,0,209902.95409609
"Malawi","MWI",2001,0,209839.382876196
"Malawi","MWI",2002,0,209830.830742471
"Malawi","MWI",2003,0,206409.923489115
"Malawi","MWI",2004,0,203354.8532636
"Malawi","MWI",2005,0,199079.215217959
"Malawi","MWI",2006,0,194277.30574435
"Malawi","MWI",2007,0,187894.773739144
"Malawi","MWI",2008,0,180684.794086919
"Malawi","MWI",2009,4,173658.371872772
"Malawi","MWI",2010,0,165651.111732431
"Malawi","MWI",2011,0,156178.216334295
"Malawi","MWI",2012,0,146548.744828964
"Malawi","MWI",2013,0,139949.673036251
"Malawi","MWI",2014,0,135208.045753367
"Malawi","MWI",2015,0,133040.081628713
"Malawi","MWI",2016,0,131750.727608386
"Malawi","MWI",2017,0,129414.741743999
"Malaysia","MYS",1990,0,84766.4913051971
"Malaysia","MYS",1991,1,86744.6964553446
"Malaysia","MYS",1992,0,88525.6093039147
"Malaysia","MYS",1993,0,89844.1213341831
"Malaysia","MYS",1994,0,91301.3514312073
"Malaysia","MYS",1995,0,95435.9344568339
"Malaysia","MYS",1996,0,97132.1164783105
"Malaysia","MYS",1997,0,98457.917809401
"Malaysia","MYS",1998,0,99392.5267038191
"Malaysia","MYS",1999,0,103042.770695258
"Malaysia","MYS",2000,0,105604.393207234
"Malaysia","MYS",2001,0,106299.582225639
"Malaysia","MYS",2002,0,107774.178302064
"Malaysia","MYS",2003,0,111499.285827495
"Malaysia","MYS",2004,0,112864.619908901
"Malaysia","MYS",2005,0,113267.706334532
"Malaysia","MYS",2006,0,114734.208964352
"Malaysia","MYS",2007,0,117767.295664889
"Malaysia","MYS",2008,0,124071.249139308
"Malaysia","MYS",2009,0,131016.909472617
"Malaysia","MYS",2010,0,132666.166910115
"Malaysia","MYS",2011,0,132139.304381724
"Malaysia","MYS",2012,0,136387.673414218
"Malaysia","MYS",2013,0,140082.071704609
"Malaysia","MYS",2014,0,149773.475291254
"Malaysia","MYS",2015,18,155314.345342899
"Malaysia","MYS",2016,0,159765.841212492
"Malaysia","MYS",2017,0,165133.204355999
"Mexico","MEX",1990,0,431948.288729539
"Mexico","MEX",1991,0,435639.370550195
"Mexico","MEX",1992,0,444077.273541931
"Mexico","MEX",1993,0,449769.219872128
"Mexico","MEX",1994,0,450071.381295279
"Mexico","MEX",1995,53,453709.821381456
"Mexico","MEX",1996,0,451297.352657856
"Mexico","MEX",1997,0,455533.888919015
"Mexico","MEX",1998,0,461199.68354768
"Mexico","MEX",1999,55,457396.197643082
"Mexico","MEX",2000,0,451859.16988772
"Mexico","MEX",2001,0,454754.395964755
"Mexico","MEX",2002,0,467553.439347516
"Mexico","MEX",2003,29,478715.58356339
"Mexico","MEX",2004,0,478836.706044915
"Mexico","MEX",2005,0,493483.217130115
"Mexico","MEX",2006,0,495931.27063599
"Mexico","MEX",2007,0,502925.664498976
"Mexico","MEX",2008,0,537253.167843075
"Mexico","MEX",2009,0,567604.292485067
"Mexico","MEX",2010,3,585972.94727315
"Mexico","MEX",2011,2,595136.613617329
"Mexico","MEX",2012,2,609378.496344669
"Mexico","MEX",2013,0,626491.233291241
"Mexico","MEX",2014,4,642045.683255015
"Mexico","MEX",2015,2,656873.854263456
"Mexico","MEX",2016,0,678905.227112958
"Mexico","MEX",2017,472,711319.577012929
"Mongolia","MNG",1990,0,19619.8967577018
"Mongolia","MNG",1991,0,19562.7698549585
"Mongolia","MNG",1992,0,19568.3824224879
"Mongolia","MNG",1993,0,19797.347715447
"Mongolia","MNG",1994,0,19908.9415224545
"Mongolia","MNG",1995,0,20418.0334245709
"Mongolia","MNG",1996,0,20595.375729182
"Mongolia","MNG",1997,0,20400.2197212528
"Mongolia","MNG",1998,0,20004.6722663635
"Mongolia","MNG",1999,0,19630.7616305178
"Mongolia","MNG",2000,0,19358.0580932791
"Mongolia","MNG",2001,0,19257.9176250955
"Mongolia","MNG",2002,0,19122.8507602936
"Mongolia","MNG",2003,0,19089.6154419704
"Mongolia","MNG",2004,0,19148.6493085618
"Mongolia","MNG",2005,0,19401.8299555407
"Mongolia","MNG",2006,0,19400.1457319559
"Mongolia","MNG",2007,0,19265.2607629853
"Mongolia","MNG",2008,0,19440.2886359396
"Mongolia","MNG",2009,0,19975.7314582071
"Mongolia","MNG",2010,0,20044.3871292545
"Mongolia","MNG",2011,0,19993.953182808
"Mongolia","MNG",2012,0,19845.6254423034
"Mongolia","MNG",2013,0,19852.6728248933
"Mongolia","MNG",2014,0,19893.9780342351
"Mongolia","MNG",2015,0,20157.9319843777
"Mongolia","MNG",2016,0,20728.2173161321
"Mongolia","MNG",2017,0,21210.014550547
"Montenegro","MNE",1990,0,4390.24444625228
"Montenegro","MNE",1991,0,4397.9312062149
"Montenegro","MNE",1992,0,4488.84349262697
"Montenegro","MNE",1993,0,4579.1027651005
"Montenegro","MNE",1994,0,4700.13890656907
"Montenegro","MNE",1995,0,4844.75351023218
"Montenegro","MNE",1996,0,5008.86124643594
"Montenegro","MNE",1997,0,5203.93877078527
"Montenegro","MNE",1998,0,5300.8452024075
"Montenegro","MNE",1999,0,5362.41209044917
"Montenegro","MNE",2000,0,5429.13082533898
"Montenegro","MNE",2001,0,5504.21606348926
"Montenegro","MNE",2002,0,5578.80561133248
"Montenegro","MNE",2003,0,5679.10820227996
"Montenegro","MNE",2004,0,5740.41882860113
"Montenegro","MNE",2005,0,5859.29526279802
"Montenegro","MNE",2006,0,5895.37693460905
"Montenegro","MNE",2007,0,5870.62218049632
"Montenegro","MNE",2008,0,5858.72685567504
"Montenegro","MNE",2009,0,5785.06224350166
"Montenegro","MNE",2010,0,5790.54473757512
"Montenegro","MNE",2011,0,5891.71424982543
"Montenegro","MNE",2012,0,6026.76412947415
"Montenegro","MNE",2013,0,6185.10314857474
"Montenegro","MNE",2014,0,6256.34669221697
"Montenegro","MNE",2015,0,6351.95578742123
"Montenegro","MNE",2016,0,6428.20744036549
"Montenegro","MNE",2017,0,6502.30286579433
"Morocco","MAR",1990,0,184878.600187439
"Morocco","MAR",1991,0,184930.934824521
"Morocco","MAR",1992,0,185553.174097811
"Morocco","MAR",1993,0,187109.364761649
"Morocco","MAR",1994,0,187183.11123641
"Morocco","MAR",1995,0,190012.195409985
"Morocco","MAR",1996,0,190676.023088077
"Morocco","MAR",1997,0,193171.456992272
"Morocco","MAR",1998,0,192986.793187488
"Morocco","MAR",1999,0,194152.979023484
"Morocco","MAR",2000,0,192145.477849107
"Morocco","MAR",2001,0,191604.862774203
"Morocco","MAR",2002,0,191736.289917716
"Morocco","MAR",2003,0,193010.881049486
"Morocco","MAR",2004,628,194009.927095536
"Morocco","MAR",2005,0,194741.82092807
"Morocco","MAR",2006,0,196705.996595278
"Morocco","MAR",2007,0,197970.943031485
"Morocco","MAR",2008,0,200047.365156612
"Morocco","MAR",2009,0,201341.606812653
"Morocco","MAR",2010,0,203358.718722047
"Morocco","MAR",2011,0,206045.680833411
"Morocco","MAR",2012,0,206803.545029838
"Morocco","MAR",2013,0,209124.340490505
"Morocco","MAR",2014,0,211754.282071971
"Morocco","MAR",2015,0,214277.925459877
"Morocco","MAR",2016,1,217393.075339768
"Morocco","MAR",2017,0,220711.284792598
"Mozambique","MOZ",1990,0,236480.103359577
"Mozambique","MOZ",1991,0,237452.225188845
"Mozambique","MOZ",1992,0,238225.491197043
"Mozambique","MOZ",1993,0,239259.77009298
"Mozambique","MOZ",1994,0,240280.098432071
"Mozambique","MOZ",1995,0,243107.766189828
"Mozambique","MOZ",1996,0,245048.127837646
"Mozambique","MOZ",1997,0,248298.851582134
"Mozambique","MOZ",1998,0,250917.616392216
"Mozambique","MOZ",1999,0,253935.815381431
"Mozambique","MOZ",2000,0,258473.460640997
"Mozambique","MOZ",2001,0,260741.563528651
"Mozambique","MOZ",2002,0,265212.165569551
"Mozambique","MOZ",2003,0,268804.581333647
"Mozambique","MOZ",2004,0,272844.634891973
"Mozambique","MOZ",2005,0,277114.69337337
"Mozambique","MOZ",2006,4,280971.176208093
"Mozambique","MOZ",2007,0,283477.892712498
"Mozambique","MOZ",2008,0,282726.625895162
"Mozambique","MOZ",2009,0,284321.769814155
"Mozambique","MOZ",2010,0,286115.233978023
"Mozambique","MOZ",2011,0,286674.248311756
"Mozambique","MOZ",2012,0,287812.338374403
"Mozambique","MOZ",2013,0,282768.170102029
"Mozambique","MOZ",2014,0,273723.552706398
"Mozambique","MOZ",2015,0,267508.548731887
"Mozambique","MOZ",2016,0,261561.875385995
"Mozambique","MOZ",2017,0,256849.817799116
"Myanmar","MMR",1990,0,485141.144507285
"Myanmar","MMR",1991,0,488727.627993518
"Myanmar","MMR",1992,0,491101.599854654
"Myanmar","MMR",1993,0,490624.113637239
"Myanmar","MMR",1994,0,491528.214586202
"Myanmar","MMR",1995,0,492535.495399723
"Myanmar","MMR",1996,0,492506.961431981
"Myanmar","MMR",1997,0,493175.029869873
"Myanmar","MMR",1998,0,492852.202247995
"Myanmar","MMR",1999,0,492173.938478909
"Myanmar","MMR",2000,0,490192.632531807
"Myanmar","MMR",2001,0,488043.443473545
"Myanmar","MMR",2002,0,485310.21374187
"Myanmar","MMR",2003,0,481308.262642189
"Myanmar","MMR",2004,0,478164.76557682
"Myanmar","MMR",2005,0,470060.539472168
"Myanmar","MMR",2006,0,463553.947401046
"Myanmar","MMR",2007,0,454722.816458995
"Myanmar","MMR",2008,0,583215.107438501
"Myanmar","MMR",2009,0,436572.200710519
"Myanmar","MMR",2010,0,427239.713296662
"Myanmar","MMR",2011,76,421664.398263749
"Myanmar","MMR",2012,26,415515.042972264
"Myanmar","MMR",2013,0,410877.092757489
"Myanmar","MMR",2014,0,406451.071690498
"Myanmar","MMR",2015,0,405426.799566977
"Myanmar","MMR",2016,5,403819.21158475
"Myanmar","MMR",2017,2,409963.248957937
"Nepal","NPL",1990,0,215097.430747179
"Nepal","NPL",1991,0,210767.357185129
